unit_number,time_cycles,sensor,sensor_label,value,value_smoothed,fleet_median
61,145,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.73,47.624,47.537
61,146,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.76,47.645,47.552
61,147,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.81,47.661,47.546
61,148,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.69,47.676,47.56
61,149,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.96,47.72,47.567
61,150,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.8,47.73,47.546
61,151,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.76,47.734,47.559
61,152,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.71,47.754,47.568
61,153,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.7,47.759,47.554
61,154,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.69,47.761,47.567
61,155,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.72,47.76,47.572
61,156,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.7,47.754,47.546
61,157,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.67,47.74,47.551
61,158,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.87,47.758,47.545
61,159,Ps30,Ps30 — HPC outlet pressure (rises with wear),47.81,47.743,47.548
61,30,T50,T50 — LPT outlet temperature (rises with wear),1398.44,1399.846,1401.506
61,31,T50,T50 — LPT outlet temperature (rises with wear),1396.81,1399.531,1401.376
61,32,T50,T50 — LPT outlet temperature (rises with wear),1400.56,1399.725,1401.951
61,33,T50,T50 — LPT outlet temperature (rises with wear),1401.62,1399.646,1401.817
61,34,T50,T50 — LPT outlet temperature (rises with wear),1399.9,1399.388,1401.957
61,35,T50,T50 — LPT outlet temperature (rises with wear),1395.25,1399.264,1401.718
61,36,T50,T50 — LPT outlet temperature (rises with wear),1396.61,1399.259,1401.57
61,37,T50,T50 — LPT outlet temperature (rises with wear),1398.84,1399.598,1402.174
61,38,T50,T50 — LPT outlet temperature (rises with wear),1399.56,1398.927,1402.152
61,39,T50,T50 — LPT outlet temperature (rises with wear),1402.01,1398.96,1402.566
61,40,T50,T50 — LPT outlet temperature (rises with wear),1403.42,1399.458,1402.138
61,41,T50,T50 — LPT outlet temperature (rises with wear),1398.27,1399.604,1402.188
61,42,T50,T50 — LPT outlet temperature (rises with wear),1393.54,1398.902,1402.011
61,43,T50,T50 — LPT outlet temperature (rises with wear),1396.43,1398.383,1401.995
61,44,T50,T50 — LPT outlet temperature (rises with wear),1399.5,1398.343,1402.36
61,45,T50,T50 — LPT outlet temperature (rises with wear),1399.92,1398.81,1402.528
61,46,T50,T50 — LPT outlet temperature (rises with wear),1399.41,1399.09,1402.58
61,47,T50,T50 — LPT outlet temperature (rises with wear),1398.25,1399.031,1402.292
61,48,T50,T50 — LPT outlet temperature (rises with wear),1389.61,1398.036,1402.136
61,49,T50,T50 — LPT outlet temperature (rises with wear),1397.65,1397.6,1402.224
61,50,T50,T50 — LPT outlet temperature (rises with wear),1397.87,1397.045,1401.999
61,51,T50,T50 — LPT outlet temperature (rises with wear),1400.28,1397.246,1401.854
61,52,T50,T50 — LPT outlet temperature (rises with wear),1399.65,1397.857,1401.852
61,53,T50,T50 — LPT outlet temperature (rises with wear),1403.64,1398.578,1402.148
61,54,T50,T50 — LPT outlet temperature (rises with wear),1406.01,1399.229,1401.964
61,55,T50,T50 — LPT outlet temperature (rises with wear),1394.58,1398.695,1401.503
61,56,T50,T50 — LPT outlet temperature (rises with wear),1387.58,1397.512,1401.864
61,57,T50,T50 — LPT outlet temperature (rises with wear),1407.81,1398.468,1401.695
61,58,T50,T50 — LPT outlet temperature (rises with wear),1396.01,1399.108,1401.712
61,59,T50,T50 — LPT outlet temperature (rises with wear),1403.06,1399.649,1401.854
61,60,T50,T50 — LPT outlet temperature (rises with wear),1404.8,1400.342,1401.995
61,61,T50,T50 — LPT outlet temperature (rises with wear),1402.32,1400.546,1402.024
61,62,T50,T50 — LPT outlet temperature (rises with wear),1399.95,1400.576,1402.414
61,63,T50,T50 — LPT outlet temperature (rises with wear),1397.25,1399.937,1402.362
61,64,T50,T50 — LPT outlet temperature (rises with wear),1398.68,1399.204,1402.233
61,65,T50,T50 — LPT outlet temperature (rises with wear),1405.41,1400.287,1402.497
61,66,T50,T50 — LPT outlet temperature (rises with wear),1399.23,1401.452,1402.45
61,67,T50,T50 — LPT outlet temperature (rises with wear),1401.39,1400.81,1402.728
61,68,T50,T50 — LPT outlet temperature (rises with wear),1400.01,1401.21,1402.724
61,69,T50,T50 — LPT outlet temperature (rises with wear),1396.92,1400.596,1402.949
61,70,T50,T50 — LPT outlet temperature (rises with wear),1402.52,1400.368,1403.078
61,71,T50,T50 — LPT outlet temperature (rises with wear),1402.39,1400.375,1402.709
61,72,T50,T50 — LPT outlet temperature (rises with wear),1405.26,1400.906,1403.247
61,73,T50,T50 — LPT outlet temperature (rises with wear),1405.17,1401.698,1403.332
61,74,T50,T50 — LPT outlet temperature (rises with wear),1393.93,1401.223,1403.157
61,75,T50,T50 — LPT outlet temperature (rises with wear),1397.25,1400.407,1403.72
61,76,T50,T50 — LPT outlet temperature (rises with wear),1401.04,1400.588,1403.664
61,77,T50,T50 — LPT outlet temperature (rises with wear),1402.27,1400.676,1403.976
61,78,T50,T50 — LPT outlet temperature (rises with wear),1404.78,1401.153,1403.866
61,79,T50,T50 — LPT outlet temperature (rises with wear),1399.76,1401.437,1403.617
61,80,T50,T50 — LPT outlet temperature (rises with wear),1404.58,1401.643,1403.987
61,81,T50,T50 — LPT outlet temperature (rises with wear),1403.3,1401.734,1404.363
61,82,T50,T50 — LPT outlet temperature (rises with wear),1402.82,1401.49,1403.892
61,83,T50,T50 — LPT outlet temperature (rises with wear),1412.56,1402.229,1403.421
61,84,T50,T50 — LPT outlet temperature (rises with wear),1396.81,1402.517,1403.692
61,85,T50,T50 — LPT outlet temperature (rises with wear),1405.6,1403.352,1403.327
61,86,T50,T50 — LPT outlet temperature (rises with wear),1404.63,1403.711,1403.715
61,87,T50,T50 — LPT outlet temperature (rises with wear),1400.01,1403.485,1403.796
61,88,T50,T50 — LPT outlet temperature (rises with wear),1392.61,1402.268,1403.776
61,89,T50,T50 — LPT outlet temperature (rises with wear),1399.06,1402.198,1403.67
61,90,T50,T50 — LPT outlet temperature (rises with wear),1397.94,1401.534,1404.24
61,91,T50,T50 — LPT outlet temperature (rises with wear),1397.37,1400.941,1403.802
61,92,T50,T50 — LPT outlet temperature (rises with wear),1402.01,1400.86,1404.164
61,93,T50,T50 — LPT outlet temperature (rises with wear),1405.5,1400.154,1404.53
61,94,T50,T50 — LPT outlet temperature (rises with wear),1403.57,1400.83,1404.824
61,95,T50,T50 — LPT outlet temperature (rises with wear),1395.97,1399.867,1404.903
61,96,T50,T50 — LPT outlet temperature (rises with wear),1398.3,1399.234,1405.018
61,97,T50,T50 — LPT outlet temperature (rises with wear),1404.85,1399.718,1404.863
61,98,T50,T50 — LPT outlet temperature (rises with wear),1409.39,1401.396,1404.628
61,99,T50,T50 — LPT outlet temperature (rises with wear),1400.54,1401.544,1405.0
61,100,T50,T50 — LPT outlet temperature (rises with wear),1404.69,1402.219,1404.928
61,101,T50,T50 — LPT outlet temperature (rises with wear),1406.92,1403.174,1404.657
61,102,T50,T50 — LPT outlet temperature (rises with wear),1398.77,1402.85,1405.169
61,103,T50,T50 — LPT outlet temperature (rises with wear),1404.65,1402.765,1404.24
61,104,T50,T50 — LPT outlet temperature (rises with wear),1401.82,1402.59,1404.157
61,105,T50,T50 — LPT outlet temperature (rises with wear),1400.61,1403.054,1404.613
61,106,T50,T50 — LPT outlet temperature (rises with wear),1408.02,1404.026,1404.426
61,107,T50,T50 — LPT outlet temperature (rises with wear),1409.33,1404.474,1404.41
61,108,T50,T50 — LPT outlet temperature (rises with wear),1412.93,1404.828,1404.818
61,109,T50,T50 — LPT outlet temperature (rises with wear),1407.35,1405.509,1405.155
61,110,T50,T50 — LPT outlet temperature (rises with wear),1409.73,1406.013,1405.532
61,111,T50,T50 — LPT outlet temperature (rises with wear),1402.96,1405.617,1405.866
61,112,T50,T50 — LPT outlet temperature (rises with wear),1408.41,1406.581,1405.543
61,113,T50,T50 — LPT outlet temperature (rises with wear),1399.27,1406.043,1405.849
61,114,T50,T50 — LPT outlet temperature (rises with wear),1405.22,1406.383,1406.49
61,115,T50,T50 — LPT outlet temperature (rises with wear),1404.09,1406.731,1406.55
61,116,T50,T50 — LPT outlet temperature (rises with wear),1401.89,1406.118,1406.582
61,117,T50,T50 — LPT outlet temperature (rises with wear),1407.19,1405.904,1406.708
61,118,T50,T50 — LPT outlet temperature (rises with wear),1407.8,1405.391,1407.229
61,119,T50,T50 — LPT outlet temperature (rises with wear),1404.58,1405.114,1406.541
61,120,T50,T50 — LPT outlet temperature (rises with wear),1401.7,1404.311,1406.661
61,121,T50,T50 — LPT outlet temperature (rises with wear),1408.71,1404.886,1407.109
61,122,T50,T50 — LPT outlet temperature (rises with wear),1402.41,1404.286,1406.858
61,123,T50,T50 — LPT outlet temperature (rises with wear),1411.16,1405.475,1407.118
61,124,T50,T50 — LPT outlet temperature (rises with wear),1409.66,1405.919,1407.405
61,125,T50,T50 — LPT outlet temperature (rises with wear),1408.14,1406.324,1407.192
61,126,T50,T50 — LPT outlet temperature (rises with wear),1405.77,1406.712,1407.1
61,127,T50,T50 — LPT outlet temperature (rises with wear),1411.57,1407.15,1407.08
61,128,T50,T50 — LPT outlet temperature (rises with wear),1406.04,1406.974,1407.027
61,129,T50,T50 — LPT outlet temperature (rises with wear),1406.47,1407.163,1407.176
61,130,T50,T50 — LPT outlet temperature (rises with wear),1402.14,1407.207,1407.222
61,131,T50,T50 — LPT outlet temperature (rises with wear),1408.24,1407.16,1407.297
61,132,T50,T50 — LPT outlet temperature (rises with wear),1415.76,1408.495,1407.702
61,133,T50,T50 — LPT outlet temperature (rises with wear),1407.49,1408.128,1407.396
61,134,T50,T50 — LPT outlet temperature (rises with wear),1406.3,1407.792,1406.918
61,135,T50,T50 — LPT outlet temperature (rises with wear),1411.6,1408.138,1407.034
61,136,T50,T50 — LPT outlet temperature (rises with wear),1409.17,1408.478,1407.584
61,137,T50,T50 — LPT outlet temperature (rises with wear),1408.92,1408.213,1407.55
61,138,T50,T50 — LPT outlet temperature (rises with wear),1413.24,1408.933,1407.327
61,139,T50,T50 — LPT outlet temperature (rises with wear),1410.29,1409.315,1407.57
61,140,T50,T50 — LPT outlet temperature (rises with wear),1408.04,1409.905,1407.432
61,141,T50,T50 — LPT outlet temperature (rises with wear),1411.3,1410.211,1407.996
61,142,T50,T50 — LPT outlet temperature (rises with wear),1412.32,1409.867,1408.059
61,143,T50,T50 — LPT outlet temperature (rises with wear),1411.82,1410.3,1408.279
61,144,T50,T50 — LPT outlet temperature (rises with wear),1407.99,1410.469,1408.24
61,145,T50,T50 — LPT outlet temperature (rises with wear),1418.73,1411.182,1409.018
61,146,T50,T50 — LPT outlet temperature (rises with wear),1408.6,1411.125,1409.172
61,147,T50,T50 — LPT outlet temperature (rises with wear),1414.25,1411.658,1409.209
61,148,T50,T50 — LPT outlet temperature (rises with wear),1417.66,1412.1,1409.426
61,149,T50,T50 — LPT outlet temperature (rises with wear),1413.52,1412.423,1409.454
61,150,T50,T50 — LPT outlet temperature (rises with wear),1414.81,1413.1,1409.604
61,151,T50,T50 — LPT outlet temperature (rises with wear),1409.03,1412.873,1409.457
61,152,T50,T50 — LPT outlet temperature (rises with wear),1416.4,1413.281,1409.51
61,153,T50,T50 — LPT outlet temperature (rises with wear),1412.01,1413.3,1409.53
61,154,T50,T50 — LPT outlet temperature (rises with wear),1420.17,1414.518,1409.543
61,155,T50,T50 — LPT outlet temperature (rises with wear),1419.85,1414.63,1409.627
61,156,T50,T50 — LPT outlet temperature (rises with wear),1424.3,1416.2,1409.136
61,157,T50,T50 — LPT outlet temperature (rises with wear),1420.82,1416.857,1409.782
61,158,T50,T50 — LPT outlet temperature (rises with wear),1414.49,1416.54,1409.35
61,159,T50,T50 — LPT outlet temperature (rises with wear),1414.17,1416.605,1409.845
61,30,phi,phi — fuel flow ratio (falls with wear),523.1,522.434,521.958
61,31,phi,phi — fuel flow ratio (falls with wear),522.12,522.404,521.951
61,32,phi,phi — fuel flow ratio (falls with wear),522.82,522.452,521.982
61,33,phi,phi — fuel flow ratio (falls with wear),522.39,522.468,521.977
61,34,phi,phi — fuel flow ratio (falls with wear),522.02,522.447,521.983
61,35,phi,phi — fuel flow ratio (falls with wear),522.28,522.474,521.994
61,36,phi,phi — fuel flow ratio (falls with wear),522.61,522.486,522.002
61,37,phi,phi — fuel flow ratio (falls with wear),522.34,522.444,521.97
61,38,phi,phi — fuel flow ratio (falls with wear),522.47,522.397,521.977
61,39,phi,phi — fuel flow ratio (falls with wear),522.15,522.43,521.949
61,40,phi,phi — fuel flow ratio (falls with wear),522.66,522.386,521.979
61,41,phi,phi — fuel flow ratio (falls with wear),522.48,522.422,521.973
61,42,phi,phi — fuel flow ratio (falls with wear),522.44,522.384,522.006
61,43,phi,phi — fuel flow ratio (falls with wear),522.62,522.407,521.98
61,44,phi,phi — fuel flow ratio (falls with wear),521.87,522.392,521.989
61,45,phi,phi — fuel flow ratio (falls with wear),522.05,522.369,521.972
61,46,phi,phi — fuel flow ratio (falls with wear),521.9,522.298,521.978
61,47,phi,phi — fuel flow ratio (falls with wear),522.24,522.288,521.971
61,48,phi,phi — fuel flow ratio (falls with wear),522.25,522.266,521.943
61,49,phi,phi — fuel flow ratio (falls with wear),522.43,522.294,521.956
61,50,phi,phi — fuel flow ratio (falls with wear),522.09,522.237,521.972
61,51,phi,phi — fuel flow ratio (falls with wear),522.12,522.201,521.939
61,52,phi,phi — fuel flow ratio (falls with wear),522.16,522.173,521.928
61,53,phi,phi — fuel flow ratio (falls with wear),522.26,522.137,521.931
61,54,phi,phi — fuel flow ratio (falls with wear),522.18,522.168,521.912
61,55,phi,phi — fuel flow ratio (falls with wear),522.1,522.173,521.942
61,56,phi,phi — fuel flow ratio (falls with wear),522.37,522.22,521.934
61,57,phi,phi — fuel flow ratio (falls with wear),522.07,522.203,521.984
61,58,phi,phi — fuel flow ratio (falls with wear),522.04,522.182,521.932
61,59,phi,phi — fuel flow ratio (falls with wear),521.83,522.122,521.916
61,60,phi,phi — fuel flow ratio (falls with wear),522.13,522.126,521.94
61,61,phi,phi — fuel flow ratio (falls with wear),522.18,522.132,521.901
61,62,phi,phi — fuel flow ratio (falls with wear),521.78,522.094,521.906
61,63,phi,phi — fuel flow ratio (falls with wear),522.75,522.143,521.916
61,64,phi,phi — fuel flow ratio (falls with wear),522.02,522.127,521.942
61,65,phi,phi — fuel flow ratio (falls with wear),522.31,522.148,521.932
61,66,phi,phi — fuel flow ratio (falls with wear),522.08,522.119,521.905
61,67,phi,phi — fuel flow ratio (falls with wear),522.39,522.151,521.895
61,68,phi,phi — fuel flow ratio (falls with wear),521.93,522.14,521.899
61,69,phi,phi — fuel flow ratio (falls with wear),522.31,522.188,521.888
61,70,phi,phi — fuel flow ratio (falls with wear),521.73,522.148,521.876
61,71,phi,phi — fuel flow ratio (falls with wear),522.32,522.162,521.88
61,72,phi,phi — fuel flow ratio (falls with wear),521.66,522.15,521.878
61,73,phi,phi — fuel flow ratio (falls with wear),522.4,522.115,521.864
61,74,phi,phi — fuel flow ratio (falls with wear),522.25,522.138,521.871
61,75,phi,phi — fuel flow ratio (falls with wear),522.76,522.183,521.869
61,76,phi,phi — fuel flow ratio (falls with wear),522.33,522.208,521.884
61,77,phi,phi — fuel flow ratio (falls with wear),522.09,522.178,521.867
61,78,phi,phi — fuel flow ratio (falls with wear),521.89,522.174,521.866
61,79,phi,phi — fuel flow ratio (falls with wear),521.79,522.122,521.878
61,80,phi,phi — fuel flow ratio (falls with wear),521.99,522.148,521.848
61,81,phi,phi — fuel flow ratio (falls with wear),521.84,522.1,521.831
61,82,phi,phi — fuel flow ratio (falls with wear),522.24,522.158,521.833
61,83,phi,phi — fuel flow ratio (falls with wear),521.87,522.105,521.832
61,84,phi,phi — fuel flow ratio (falls with wear),522.13,522.093,521.844
61,85,phi,phi — fuel flow ratio (falls with wear),522.07,522.024,521.85
61,86,phi,phi — fuel flow ratio (falls with wear),522.41,522.032,521.845
61,87,phi,phi — fuel flow ratio (falls with wear),521.82,522.005,521.837
61,88,phi,phi — fuel flow ratio (falls with wear),522.07,522.023,521.805
61,89,phi,phi — fuel flow ratio (falls with wear),521.52,521.996,521.794
61,90,phi,phi — fuel flow ratio (falls with wear),521.77,521.974,521.794
61,91,phi,phi — fuel flow ratio (falls with wear),521.96,521.986,521.781
61,92,phi,phi — fuel flow ratio (falls with wear),521.74,521.936,521.77
61,93,phi,phi — fuel flow ratio (falls with wear),521.65,521.914,521.772
61,94,phi,phi — fuel flow ratio (falls with wear),521.85,521.886,521.764
61,95,phi,phi — fuel flow ratio (falls with wear),521.9,521.869,521.745
61,96,phi,phi — fuel flow ratio (falls with wear),522.14,521.842,521.731
61,97,phi,phi — fuel flow ratio (falls with wear),521.43,521.803,521.703
61,98,phi,phi — fuel flow ratio (falls with wear),521.9,521.786,521.668
61,99,phi,phi — fuel flow ratio (falls with wear),522.59,521.893,521.718
61,100,phi,phi — fuel flow ratio (falls with wear),521.95,521.911,521.701
61,101,phi,phi — fuel flow ratio (falls with wear),521.62,521.877,521.71
61,102,phi,phi — fuel flow ratio (falls with wear),521.86,521.889,521.708
61,103,phi,phi — fuel flow ratio (falls with wear),521.88,521.912,521.702
61,104,phi,phi — fuel flow ratio (falls with wear),522.29,521.956,521.702
61,105,phi,phi — fuel flow ratio (falls with wear),522.36,522.002,521.672
61,106,phi,phi — fuel flow ratio (falls with wear),521.94,521.982,521.676
61,107,phi,phi — fuel flow ratio (falls with wear),521.29,521.968,521.67
61,108,phi,phi — fuel flow ratio (falls with wear),521.28,521.906,521.696
61,109,phi,phi — fuel flow ratio (falls with wear),521.55,521.802,521.683
61,110,phi,phi — fuel flow ratio (falls with wear),521.5,521.757,521.668
61,111,phi,phi — fuel flow ratio (falls with wear),522.33,521.828,521.635
61,112,phi,phi — fuel flow ratio (falls with wear),522.18,521.86,521.629
61,113,phi,phi — fuel flow ratio (falls with wear),521.8,521.852,521.604
61,114,phi,phi — fuel flow ratio (falls with wear),521.81,521.804,521.599
61,115,phi,phi — fuel flow ratio (falls with wear),521.13,521.681,521.552
61,116,phi,phi — fuel flow ratio (falls with wear),521.39,521.626,521.585
61,117,phi,phi — fuel flow ratio (falls with wear),521.63,521.66,521.588
